batch,kernel_time,flops,utils,kernel_name
4332,4367.04,233.0,0.74679,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4336,4499.91,226.33,0.72542,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4340,4420.31,230.61,0.73913,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4344,4421.95,230.74,0.73955,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4348,4378.61,233.24,0.74756,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4352,4336.96,235.7,0.75545,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4356,4559.29,224.41,0.71926,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4360,4529.77,226.08,0.72462,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4364,4511.51,227.2,0.72821,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4368,4506.71,227.65,0.72965,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4372,4511.07,227.64,0.72962,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4376,4513.27,227.74,0.72994,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4380,4506.39,228.29,0.7317,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4384,4545.71,226.53,0.72606,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4388,4564.47,225.8,0.72372,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4392,4862.6,212.15,0.67997,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4396,4607.68,224.09,0.71824,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4400,4540.75,227.6,0.72949,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4404,4549.76,227.36,0.72872,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4408,4592.21,225.46,0.72263,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4412,4543.48,228.08,0.73103,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4416,4542.23,228.35,0.73189,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4420,4558.13,227.76,0.73,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4424,4507.07,230.55,0.73894,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4428,4540.75,229.05,0.73413,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4432,4552.25,228.68,0.73295,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4436,4546.14,229.19,0.73458,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4440,4510.83,231.19,0.74099,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4444,4562.2,228.8,0.73333,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4448,4620.62,226.11,0.72471,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4452,4491.85,232.8,0.74615,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4456,4534.83,230.8,0.73974,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4460,4569.16,229.27,0.73484,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4464,4595.18,228.18,0.73135,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4468,4546.1,230.85,0.7399,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4472,4556.84,230.51,0.73881,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4476,4571.18,229.99,0.73715,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4480,4488.74,234.42,0.75135,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4484,4612.64,228.33,0.73183,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4488,4667.3,225.86,0.72391,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4492,4684.14,225.25,0.72196,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4496,4695.63,224.9,0.72083,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4500,4688.12,225.46,0.72263,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4504,4735.18,223.41,0.71606,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4508,4685.25,226.0,0.72436,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4512,4696.33,225.66,0.72327,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4516,4595.49,230.82,0.73981,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4520,4609.57,230.32,0.73821,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4524,4659.82,228.03,0.73087,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4528,4687.45,226.89,0.72721,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4532,4701.29,226.42,0.72571,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4536,4613.02,230.96,0.74026,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4540,4600.73,231.78,0.74288,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4544,4671.13,228.49,0.73234,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4548,4689.32,227.8,0.73013,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4552,4648.56,230.0,0.73718,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4556,4670.81,229.11,0.73433,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4560,4628.07,231.43,0.74176,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4564,4766.6,224.9,0.72083,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4568,4670.98,229.7,0.73622,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4572,4623.99,232.24,0.74436,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4576,4717.22,227.85,0.73029,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4580,4693.45,229.2,0.73462,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4584,4704.2,228.88,0.73359,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4588,4644.17,232.04,0.74372,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4592,4736.06,227.74,0.72994,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4596,4670.65,231.13,0.7408,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4600,4683.31,230.7,0.73942,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4604,4634.27,233.35,0.74792,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4608,4656.78,232.42,0.74494,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4612,4726.05,229.21,0.73465,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4616,4802.53,225.76,0.72359,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4620,4821.7,225.06,0.72135,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4624,4736.94,229.28,0.73487,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4628,4741.07,229.28,0.73487,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4632,4842.93,224.65,0.72003,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4636,4700.84,231.64,0.74244,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4640,4759.49,228.98,0.73391,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4644,4794.48,227.51,0.7292,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4648,4739.72,230.34,0.73827,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4652,4735.73,230.73,0.73952,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4656,4716.02,231.89,0.74324,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4660,4871.81,224.67,0.7201,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4664,4798.7,228.29,0.7317,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4668,4792.97,228.76,0.73321,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4672,4862.59,225.67,0.7233,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4676,4860.11,225.98,0.72429,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4680,4897.66,224.44,0.71936,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4684,4741.16,232.05,0.74375,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4688,4787.61,229.99,0.73715,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4692,4842.89,227.56,0.72936,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4696,4810.77,229.28,0.73487,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4700,4803.62,229.81,0.73657,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4704,4783.83,230.96,0.74026,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4708,4776.06,231.53,0.74208,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4712,4795.48,230.79,0.73971,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4716,4783.61,231.56,0.74218,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4720,4798.63,231.03,0.74048,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4724,4870.7,227.81,0.73016,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4728,4792.68,231.71,0.74266,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4732,4794.05,231.84,0.74308,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4736,4805.77,231.47,0.74189,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4740,4869.87,228.62,0.73276,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4744,4746.23,234.77,0.75247,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4748,4899.38,227.62,0.72955,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4752,5061.57,220.52,0.70679,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4756,4871.87,229.29,0.7349,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4760,4859.95,230.05,0.73734,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4764,4983.74,224.52,0.71962,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4768,4969.36,225.36,0.72231,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4772,4906.11,228.46,0.73224,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4776,4248.42,264.05,0.84631,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4780,4363.64,257.29,0.82465,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4784,4812.15,233.51,0.74843,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4788,4971.17,226.23,0.7251,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4792,4923.6,228.6,0.73269,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4796,4917.46,229.08,0.73423,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
4800,4992.67,225.82,0.72378,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x6_nn_align8::Params)
